year,mileage_km,fuel_type,price_pln,brand,model,power,gearbox,drive,fuel_consumption_outside_city,fuel_consumption_in_city,body_type,color,country_of_origin,accident_free,condition
2020,89650.0,Diesel,249990.0,Audi,S6,349.0,Automatyczna,4X4,5.0,7.0,Kombi,Czarny,Polska,Tak,Używane
2004,326500.0,Benzyna+LPG,10700.0,Audi,A6,140.0,Manualna,4X4,4.947841306884481,12.0,Kombi,Granatowy,Polska,Nie,Używane
2014,199380.0,Diesel,41900.0,Audi,A1,90.0,Automatyczna,Front,3.7,5.1,Auta małe,Czarny,Francja,Tak,Używane
2012,204100.0,Benzyna,57500.0,Audi,S4,333.0,Automatyczna,4X4,4.947841306884481,10.0,Sedan,Czarny,Stany Zjednoczone,Nie,Używane
2016,152000.0,Diesel,195000.0,Audi,A8,385.0,Automatyczna,4X4,6.0,9.0,Sedan,Czarny,Niemcy,Tak,Używane
2019,216856.0,Diesel,96500.0,Audi,A4,163.0,Automatyczna,Front,4.947841306884481,4.0,Kombi,Czarny,Niemcy,Tak,Używane
2023,16900.0,Benzyna,415000.0,Audi,A8,340.0,Automatyczna,4X4,6.0,11.0,Sedan,Granatowy,Niemcy,Tak,Używane
2018,60600.0,Benzyna,134000.0,Audi,A5,245.0,Automatyczna,4X4,5.0,8.0,Kabriolet,Szary,Stany Zjednoczone,Nie,Używane
2021,19000.0,Benzyna,85000.0,Audi,Q3,150.0,Automatyczna,Front,5.0,6.0,SUV,Czarny,Polska,Nie,Używane
2014,220000.0,Diesel,98000.0,Audi,A7,313.0,Automatyczna,4X4,4.947841306884481,8.0,Sedan,Czarny,Polska,Nie,Używane
2018,192000.0,Diesel,253500.0,Audi,SQ7,435.0,Automatyczna,4X4,6.0,8.0,SUV,Czarny,Niemcy,Tak,Używane
2006,304000.0,Diesel,24000.0,Audi,A6,180.0,Automatyczna,Front,5.0,10.0,Kombi,Czarny,Polska,Nie,Używane
2006,304000.0,Diesel,24000.0,Audi,A6,180.0,Automatyczna,Front,5.0,10.0,Kombi,Czarny,Polska,Nie,Używane
2008,345000.0,Diesel,24900.0,Audi,A6,140.0,Manualna,4X4,4.947841306884481,8.0,Kombi,Czarny,Niemcy,Nie,Używane
2016,137000.0,Benzyna,89500.0,Audi,Q5,272.0,Automatyczna,4X4,6.0,8.0,SUV,Inny kolor,Polska,Nie,Używane
2009,238000.0,Diesel,32000.0,Audi,A4,143.0,Automatyczna,Front,4.0,5.0,Sedan,Szary,Polska,Nie,Używane
2013,225000.0,Diesel,71000.0,Audi,Q5,177.0,Automatyczna,4X4,5.0,6.0,SUV,Brązowy,Polska,Tak,Używane
2020,136329.0,Diesel,173000.0,Audi,A6,204.0,Automatyczna,4X4,4.0,5.0,Kombi,Biały,Polska,Tak,Używane
2020,51000.0,Benzyna,585000.0,Audi,R8,540.0,Automatyczna,Rear,9.0,20.0,Coupe,Szary,Polska,Nie,Używane
2005,190000.0,Benzyna,17900.0,Audi,A4,130.0,Manualna,Front,4.947841306884481,11.0,Kombi,Czarny,Polska,Tak,Używane
2016,164296.0,Benzyna,205000.0,Audi,S8,520.0,Automatyczna,4X4,7.0,13.0,Sedan,Czarny,Szwajcaria,Tak,Używane
2009,187805.0,Benzyna,28500.0,Audi,A6,190.0,Automatyczna,4X4,4.947841306884481,12.0,Sedan,Czarny,Polska,Nie,Używane
2009,249123.0,Diesel,25500.0,Audi,A3,105.0,Manualna,Front,4.947841306884481,5.0,Kompakt,Czarny,Polska,Tak,Używane
2014,199999.0,Diesel,74999.0,Audi,Q5,177.0,Automatyczna,4X4,5.0,6.0,SUV,Biały,Polska,Tak,Używane
2011,332031.0,Diesel,43900.0,Audi,A4 Allroad,240.0,Automatyczna,4X4,4.947841306884481,8.7,Kombi,Czarny,Niemcy,Nie,Używane
2019,189000.0,Diesel,95000.0,Audi,A4,150.0,Automatyczna,Front,3.7,4.9,Kombi,Czarny,Niemcy,Tak,Używane
2014,79930.0,Diesel,67000.0,Audi,A3,150.0,Automatyczna,Front,4.0,5.0,Auta małe,Biały,Polska,Tak,Używane
2010,163000.0,Benzyna,36900.0,Audi,A3,200.0,Automatyczna,4X4,6.2,10.0,Kombi,Granatowy,Polska,Nie,Używane
2003,355000.0,Diesel,11900.0,Audi,A6,180.0,Automatyczna,4X4,4.947841306884481,7.473995451099318,Kombi,Szary,Szwajcaria,Nie,Używane
2016,186000.0,Diesel,88900.0,Audi,A6,190.0,Automatyczna,4X4,4.7,6.1,Kombi,Granatowy,Polska,Tak,Używane
2008,340000.0,Diesel,37000.0,Audi,A6,180.0,Automatyczna,Front,5.0,10.0,Kombi,Czarny,Polska,Nie,Używane
2014,223000.0,Diesel,79900.0,Audi,Q5,177.0,Automatyczna,4X4,5.0,6.0,SUV,Biały,Polska,Nie,Używane
2015,247000.0,Diesel,69900.0,Audi,A6,190.0,Automatyczna,Front,4.0,5.0,Sedan,Czarny,Polska,Nie,Używane
2011,281000.0,Diesel,31500.0,Audi,A6,136.0,Manualna,Front,4.5,6.0,Kombi,Srebrny,Polska,Nie,Używane
2019,163000.0,Diesel,93000.0,Audi,A3,184.0,Automatyczna,Front,4.947841306884481,5.8,Sedan,Szary,Polska,Nie,Używane
2015,229000.0,Diesel,89800.0,Audi,A6,190.0,Manualna,Front,4.0,5.0,Kombi,Czarny,Holandia,Tak,Używane
2011,247204.0,Diesel,52000.0,Audi,A6,177.0,Manualna,Front,4.0,6.0,Sedan,Czerwony,Polska,Nie,Używane
2005,390000.0,Benzyna,9500.0,Audi,A8,220.0,Automatyczna,Front,7.0,13.0,Sedan,Inny kolor,Niemcy,Nie,Używane
2020,95470.0,Diesel,272900.0,Audi,Q7,232.0,Automatyczna,4X4,4.947841306884481,7.473995451099318,SUV,Czarny,Polska,Tak,Używane
2012,280686.0,Diesel,69000.0,Audi,A6 Allroad,313.0,Automatyczna,4X4,6.0,7.0,Kombi,Szary,Polska,Tak,Używane
2016,114608.0,Diesel,129000.0,Audi,A6,218.0,Automatyczna,4X4,4.0,5.0,Sedan,Srebrny,Polska,Tak,Używane
2006,231546.0,Diesel,21900.0,Audi,A4,140.0,Automatyczna,4X4,4.947841306884481,8.0,Kombi,Brązowy,Niemcy,Tak,Używane
2015,260000.0,Diesel,66000.0,Audi,A6,150.0,Automatyczna,Front,3.0,4.0,Sedan,Czarny,Polska,Nie,Używane
2015,260000.0,Diesel,66000.0,Audi,A6,150.0,Automatyczna,Front,3.0,4.0,Sedan,Czarny,Polska,Nie,Używane
2012,211000.0,Diesel,48000.0,Audi,A4,143.0,Manualna,Front,4.947841306884481,5.6,Kombi,Srebrny,Polska,Tak,Używane
2020,32000.0,Benzyna,250000.0,Audi,RS3,400.0,Automatyczna,4X4,6.0,11.0,Sedan,Szary,Polska,Tak,Używane
2005,286000.0,Benzyna,18000.0,Audi,TT,150.0,Manualna,4X4,4.947841306884481,11.0,Kabriolet,Czarny,Polska,Nie,Używane
2017,106000.0,Benzyna,92000.0,Audi,Q3,149.0,Automatyczna,Front,4.947841306884481,7.7,SUV,Biały,Polska,Nie,Używane
2010,83000.0,Benzyna,33500.0,Audi,A3,125.0,Automatyczna,Front,4.0,6.0,Auta miejskie,Niebieski,Polska,Tak,Używane
2007,193000.0,Diesel,33499.0,Audi,A6,233.0,Automatyczna,4X4,6.0,11.0,Sedan,Czarny,Polska,Tak,Używane
2010,242000.0,Benzyna,51500.0,Audi,Q5,211.0,Automatyczna,4X4,4.947841306884481,7.473995451099318,SUV,Inny kolor,Polska,Nie,Używane
2012,350000.0,Diesel,32900.0,Audi,A4,143.0,Manualna,Front,4.0,5.0,Kombi,Czarny,Niemcy,Tak,Używane
2016,168419.0,Diesel,164500.0,Audi,Q7,272.0,Automatyczna,4X4,4.947841306884481,6.0,SUV,Szary,Polska,Nie,Używane
2007,21200.0,Benzyna,11500.0,Audi,TT,200.0,Manualna,Front,4.947841306884481,7.473995451099318,Coupe,Szary,Polska,Nie,Używane
2012,193000.0,Benzyna,69900.0,Audi,Q5,224.0,Automatyczna,4X4,4.947841306884481,9.0,SUV,Złoty,Polska,Tak,Używane
2014,220000.0,Diesel,74000.0,Audi,A6,136.0,Manualna,Front,4.947841306884481,6.0,Sedan,Czarny,Belgia,Nie,Używane
2006,289000.0,Diesel,44500.0,Audi,Q7,233.0,Automatyczna,4X4,4.947841306884481,8.0,SUV,Niebieski,Turcja,Nie,Używane
2021,121689.0,Diesel,168000.0,Audi,A4,204.0,Automatyczna,Front,4.947841306884481,7.473995451099318,Kombi,Szary,Niemcy,Tak,Używane
2017,100560.0,Benzyna,92000.0,Audi,A4,150.0,Automatyczna,Front,4.947841306884481,7.473995451099318,Sedan,Bordowy,Polska,Nie,Używane
2009,173000.0,Diesel,26500.0,Audi,A3,140.0,Manualna,Front,4.0,7.0,Kabriolet,Czarny,Niemcy,Nie,Używane
2013,198000.0,Diesel,45000.0,Audi,A4,150.0,Manualna,Front,4.947841306884481,4.0,Kombi,Inny kolor,Niemcy,Tak,Używane
2012,275500.0,Diesel,74900.0,Audi,A7,313.0,Automatyczna,4X4,5.0,8.0,Kompakt,Czarny,Polska,Nie,Używane
2017,225000.0,Diesel,74900.0,Audi,A4,150.0,Automatyczna,Front,3.0,4.0,Kombi,Czarny,Niemcy,Tak,Używane
2017,84200.0,Benzyna,89900.0,Audi,A5,252.0,Automatyczna,4X4,4.947841306884481,7.473995451099318,Coupe,Czarny,Polska,Nie,Używane
2016,113000.0,Diesel,89900.0,Audi,A6,218.0,Automatyczna,4X4,4.947841306884481,4.9,Kombi,Czarny,Polska,Nie,Używane
1993,250000.0,Benzyna,142000.0,Audi,S2,230.0,Manualna,4X4,4.947841306884481,7.473995451099318,Coupe,Zielony,Polska,Nie,Używane
2019,105000.0,Benzyna,38130.0,Audi,A5,245.0,Automatyczna,4X4,5.0,8.0,Coupe,Błękitny,Polska,Tak,Używane
2013,225000.0,Benzyna,58900.0,Audi,A4 Allroad,211.0,Automatyczna,4X4,6.0,9.0,Kombi,Biały,Polska,Nie,Używane
2014,221000.0,Diesel,80900.0,Audi,A6,313.0,Automatyczna,4X4,4.947841306884481,8.0,Kombi,Czarny,Polska,Nie,Używane
2022,2100.0,Diesel,359800.0,Audi,Q7,231.0,Automatyczna,4X4,5.0,8.0,SUV,Szary,Polska,Tak,Używane
2015,192000.0,Diesel,89900.0,Audi,A6,272.0,Automatyczna,4X4,4.947841306884481,7.473995451099318,Kombi,Czarny,Niemcy,Tak,Używane
2014,214000.0,Benzyna,84000.0,Audi,S4,333.0,Automatyczna,4X4,6.3,10.2,Sedan,Szary,Stany Zjednoczone,Nie,Używane
2013,305000.0,Benzyna,165000.0,Audi,RS6,560.0,Automatyczna,4X4,4.947841306884481,13.4,Kombi,Czarny,Polska,Tak,Używane
2020,179028.0,Diesel,94500.0,Audi,A4,163.0,Automatyczna,Front,4.0,4.0,Sedan,Czarny,Polska,Tak,Używane
2021,14966.0,Diesel,362850.0,Audi,S7,344.0,Automatyczna,4X4,4.947841306884481,8.0,Kompakt,Szary,Polska,Nie,Używane
2007,240000.0,Benzyna,16400.0,Audi,A3,102.0,Manualna,Front,5.0,9.0,Coupe,Czarny,Niemcy,Tak,Używane
2004,379644.0,Benzyna,35000.0,Audi,S4,344.0,Automatyczna,4X4,9.0,17.0,Kombi,Błękitny,Szwajcaria,Tak,Używane
2018,130000.0,Diesel,224950.0,Audi,A7,286.0,Automatyczna,4X4,4.947841306884481,7.0,Sedan,Czarny,Niemcy,Tak,Używane
2017,97000.0,Benzyna,90000.0,Audi,Q3,150.0,Manualna,Front,4.947841306884481,6.0,SUV,Szary,Niemcy,Tak,Używane
2016,217000.0,Diesel,20000.0,Audi,A6,218.0,Automatyczna,4X4,4.0,5.0,Sedan,Czarny,Niemcy,Tak,Używane
2011,213321.0,Diesel,89900.0,Audi,Q7,245.0,Automatyczna,4X4,6.0,8.0,SUV,Biały,Polska,Nie,Używane
2021,18000.0,Benzyna,385000.0,Audi,A8,460.0,Automatyczna,4X4,7.0,15.0,Sedan,Czarny,Stany Zjednoczone,Nie,Używane
2019,174000.0,Diesel,82500.0,Audi,Q2,105.0,Automatyczna,4X4,4.947841306884481,7.473995451099318,Auta małe,Inny kolor,Polska,Nie,Używane
2015,80000.0,Diesel,26900.0,Audi,Q3,150.0,Automatyczna,4X4,4.0,6.0,SUV,Czarny,Niemcy,Nie,Używane
2020,95000.0,Diesel,226000.0,Audi,S6,349.0,Automatyczna,4X4,5.8,7.7,Kombi,Czarny,Niemcy,Tak,Używane
2005,283430.0,Benzyna,18500.0,Audi,A3,102.0,Manualna,4X4,4.947841306884481,9.5,Kompakt,Szary,Polska,Nie,Używane
2022,21500.0,Benzyna,169000.0,Audi,Q3,190.0,Automatyczna,4X4,4.947841306884481,7.473995451099318,Kompakt,Czarny,Stany Zjednoczone,Nie,Używane
2004,309543.0,Diesel,12900.0,Audi,A3,105.0,Manualna,Front,4.0,6.0,Kompakt,Srebrny,Polska,Nie,Używane
2010,133000.0,Diesel,37900.0,Audi,A3,140.0,Automatyczna,Front,4.4,5.8,Kompakt,Czarny,Polska,Tak,Używane
2007,261000.0,Diesel,55000.0,Audi,A8,326.0,Automatyczna,4X4,4.947841306884481,13.0,Sedan,Granatowy,Polska,Nie,Używane
2005,316000.0,Benzyna,15000.0,Audi,A4,200.0,Manualna,4X4,6.0,12.0,Kombi,Czarny,Polska,Nie,Używane
2006,207500.0,Diesel,19990.0,Audi,A6,140.0,Manualna,Front,4.947841306884481,8.0,Sedan,Inny kolor,Belgia,Nie,Używane
2005,442000.0,Diesel,22950.0,Audi,A6,224.0,Automatyczna,4X4,6.0,11.0,Kombi,Szary,Polska,Tak,Używane
2019,145997.0,Diesel,118000.0,Audi,A4,190.0,Automatyczna,Front,4.947841306884481,4.0,Sedan,Szary,Polska,Tak,Używane
2015,108000.0,Benzyna,71500.0,Audi,A4,150.0,Manualna,Front,4.0,6.0,Sedan,Biały,Polska,Tak,Używane
2009,198160.0,Benzyna,22000.0,Audi,A3,125.0,Manualna,4X4,4.947841306884481,7.0,Kompakt,Granatowy,Polska,Nie,Używane
2014,123500.0,Benzyna,144000.0,Audi,S8,520.0,Automatyczna,4X4,7.0,13.0,Sedan,Szary,Stany Zjednoczone,Nie,Używane
2017,105000.0,Diesel,29900.0,Audi,A3,116.0,Automatyczna,Front,3.8,4.2,Sedan,Czarny,Polska,Nie,Używane
2012,327000.0,Diesel,49000.0,Audi,A6,177.0,Manualna,Front,4.947841306884481,6.1,Kombi,Inny kolor,Polska,Tak,Używane
2020,42000.0,Diesel,149900.0,Audi,Q5,163.0,Automatyczna,4X4,4.947841306884481,6.0,SUV,Czarny,Polska,Tak,Używane
2015,101137.0,Benzyna,86500.0,Audi,Q5,224.0,Automatyczna,4X4,6.0,9.0,SUV,Biały,Stany Zjednoczone,Nie,Używane
2012,249000.0,Diesel,79500.0,Audi,A6,313.0,Automatyczna,4X4,5.0,8.0,Sedan,Pomarańczowy,Polska,Nie,Używane
2008,179000.0,Benzyna,119000.0,Audi,RS6,580.0,Automatyczna,Front,4.947841306884481,20.0,Kombi,Czarny,Polska,Nie,Używane
2018,135000.0,Diesel,195570.0,Audi,Q7,218.0,Automatyczna,4X4,5.0,6.0,SUV,Biały,Polska,Tak,Używane
2017,73000.0,Benzyna,139900.0,Audi,Q7,333.0,Automatyczna,4X4,6.0,9.0,SUV,Granatowy,Polska,Nie,Używane
2022,11800.0,Benzyna,165900.0,Audi,Q3,230.0,Automatyczna,4X4,6.1,9.5,SUV,Czarny,Polska,Tak,Używane
2019,49000.0,Benzyna,139900.0,Audi,Q5,252.0,Automatyczna,4X4,5.0,8.0,SUV,Niebieski,Stany Zjednoczone,Nie,Używane
2019,49000.0,Benzyna,139900.0,Audi,Q5,252.0,Automatyczna,4X4,5.0,8.0,SUV,Niebieski,Stany Zjednoczone,Nie,Używane
2018,69550.0,Benzyna,185000.0,Audi,A7,340.0,Automatyczna,4X4,5.0,10.0,Sedan,Szary,Polska,Nie,Używane
2014,247100.0,Diesel,65700.0,Audi,A5,177.0,Manualna,Front,4.1,5.5,Coupe,Szary,Niemcy,Nie,Używane
2014,295000.0,Diesel,51000.0,Audi,A6,136.0,Manualna,Front,4.5,6.0,Kombi,Niebieski,Belgia,Tak,Używane
2005,308000.0,Diesel,18500.0,Audi,A6,224.0,Automatyczna,4X4,4.947841306884481,11.0,Kombi,Inny kolor,Niemcy,Tak,Używane
2012,368000.0,Diesel,65000.0,Audi,A6,245.0,Automatyczna,4X4,5.0,7.0,Sedan,Inny kolor,Polska,Nie,Używane
2016,220000.0,Diesel,79900.0,Audi,A6,190.0,Automatyczna,4X4,4.947841306884481,5.0,Kombi,Bordowy,Szwecja,Tak,Używane
2021,34000.0,Benzyna,204900.0,Audi,A5,265.0,Automatyczna,4X4,4.947841306884481,8.0,Coupe,Biały,Polska,Tak,Używane
2006,300766.0,Diesel,17000.0,Audi,A4,140.0,Manualna,Front,4.947841306884481,7.473995451099318,Kombi,Czarny,Polska,Nie,Używane
2017,175000.0,Hybryda Plug-in,65999.0,Audi,A3,150.0,Automatyczna,Front,4.947841306884481,7.473995451099318,Kompakt,Czarny,Włochy,Tak,Używane
2010,135000.0,Benzyna,56900.0,Audi,Q5,270.0,Automatyczna,4X4,7.0,12.0,SUV,Srebrny,Polska,Nie,Używane
2006,435000.0,Diesel,23000.0,Audi,A6,224.0,Automatyczna,4X4,6.0,11.0,Kombi,Czarny,Polska,Nie,Używane
2010,199999.0,Benzyna,26999.0,Audi,A4,160.0,Manualna,Front,5.0,9.0,Kombi,Czarny,Niemcy,Tak,Używane
2013,193000.0,Diesel,50900.0,Audi,A4,143.0,Manualna,4X4,4.0,6.0,Kombi,Srebrny,Niemcy,Tak,Używane
2016,123000.0,Diesel,116999.0,Audi,A4 Allroad,218.0,Automatyczna,4X4,4.947841306884481,5.4,Kombi,Czarny,Niemcy,Nie,Używane
2010,339745.0,Diesel,24999.0,Audi,A3,170.0,Manualna,Front,4.947841306884481,6.0,Kompakt,Niebieski,Polska,Nie,Używane
2014,165600.0,Diesel,85500.0,Audi,Q5,150.0,Manualna,4X4,4.947841306884481,7.473995451099318,SUV,Granatowy,Polska,Nie,Używane
2011,235000.0,Diesel,62000.0,Audi,Q7,240.0,Automatyczna,4X4,6.0,8.0,SUV,Czarny,Polska,Nie,Używane
2019,85686.0,Diesel,169000.0,Audi,A6,286.0,Automatyczna,4X4,4.947841306884481,7.0,Sedan,Czerwony,Niemcy,Tak,Używane
2020,27000.0,Diesel,529000.0,Audi,SQ8,435.0,Automatyczna,4X4,7.0,8.0,SUV,Niebieski,Polska,Tak,Używane
2011,154000.0,Benzyna,57900.0,Audi,A5,211.0,Automatyczna,Front,4.947841306884481,8.8,Coupe,Brązowy,Niemcy,Nie,Używane
2023,5.0,Benzyna,707400.0,Audi,RS7,630.0,Automatyczna,4X4,4.947841306884481,7.473995451099318,Sedan,Czerwony,Polska,Tak,Nowe
2017,77123.0,Benzyna,209000.0,Audi,S5,333.0,Automatyczna,Front,4.947841306884481,10.0,Kompakt,Czarny,Polska,Tak,Używane
2013,280000.0,Diesel,58900.0,Audi,A6,177.0,Automatyczna,Front,4.0,6.0,Kombi,Granatowy,Polska,Nie,Używane
2014,222000.0,Diesel,76600.0,Audi,Q5,177.0,Manualna,4X4,4.947841306884481,7.0,SUV,Szary,Niemcy,Tak,Używane
2010,191000.0,Diesel,19900.0,Audi,A6,150.0,Manualna,Front,4.947841306884481,7.473995451099318,Kombi,Czerwony,Polska,Nie,Używane
2015,203800.0,Benzyna,81000.0,Audi,A6,252.0,Automatyczna,Front,5.2,7.4,Kombi,Biały,Niemcy,Tak,Używane
2020,90300.0,Benzyna,289900.0,Audi,RS5,450.0,Automatyczna,4X4,4.947841306884481,12.0,Sedan,Niebieski,Niemcy,Tak,Używane
2019,220000.0,Diesel,147500.0,Audi,A5,190.0,Automatyczna,4X4,4.947841306884481,5.0,Kompakt,Szary,Niemcy,Nie,Używane
1997,220000.0,Benzyna+LPG,8500.0,Audi,A4,101.0,Manualna,Front,5.0,7.473995451099318,Sedan,Srebrny,Niemcy,Tak,Używane
2021,32600.0,Benzyna,174000.0,Audi,A6,265.0,Automatyczna,4X4,4.947841306884481,8.0,Sedan,Biały,Polska,Nie,Używane
2006,270000.0,Diesel,25000.0,Audi,A4,140.0,Manualna,4X4,5.0,8.0,Kombi,Srebrny,Polska,Nie,Używane
2006,270000.0,Diesel,25000.0,Audi,A4,140.0,Manualna,4X4,5.0,8.0,Kombi,Srebrny,Polska,Nie,Używane
2019,87000.0,Benzyna,104999.0,Audi,A4,150.0,Automatyczna,Front,4.947841306884481,7.473995451099318,Sedan,Czarny,Polska,Tak,Używane
2015,99894.0,Diesel,102000.0,Audi,Q3,184.0,Automatyczna,4X4,4.0,6.0,SUV,Biały,Polska,Tak,Używane
2015,142000.0,Benzyna,117000.0,Audi,S3,300.0,Automatyczna,4X4,5.0,8.0,Sedan,Czarny,Stany Zjednoczone,Nie,Używane
2023,6000.0,Benzyna,239000.0,Audi,A5,204.0,Automatyczna,4X4,4.947841306884481,7.0,Sedan,Szary,Polska,Nie,Używane
2023,10.0,Elektryczny,329400.0,Audi,e-tron,340.0,Automatyczna,4X4,4.947841306884481,7.473995451099318,SUV,Czarny,Polska,Tak,Nowe
2022,16000.0,Elektryczny,239000.0,Audi,Q4,204.0,Automatyczna,Rear,4.947841306884481,7.473995451099318,SUV,Szary,Polska,Nie,Używane
2023,5.0,Hybryda,176500.0,Audi,A3,245.0,Automatyczna,Front,4.947841306884481,7.473995451099318,Kompakt,Biały,Polska,Tak,Nowe
2023,5.0,Elektryczny,329700.0,Audi,e-tron,340.0,Automatyczna,4X4,4.947841306884481,7.473995451099318,SUV,Czarny,Polska,Tak,Nowe
2009,248000.0,Benzyna,29900.0,Audi,A6,170.0,Manualna,Front,4.947841306884481,9.0,Sedan,Czarny,Niemcy,Tak,Używane
2017,199000.0,Diesel,119000.0,Audi,A6,272.0,Automatyczna,4X4,4.0,6.0,Kombi,Szary,Polska,Tak,Używane
2008,303198.0,Diesel,41900.0,Audi,Q5,240.0,Automatyczna,4X4,6.0,9.0,SUV,Szary,Polska,Nie,Używane
2013,270000.0,Diesel,43900.0,Audi,A4,136.0,Manualna,Front,4.947841306884481,7.473995451099318,Kombi,Granatowy,Polska,Nie,Używane
2023,7700.0,Benzyna,129900.0,Audi,A3,110.0,Manualna,Front,4.947841306884481,5.0,Sedan,Srebrny,Polska,Tak,Używane
2019,89000.0,Diesel,274000.0,Audi,Q7,285.0,Automatyczna,Front,4.947841306884481,7.473995451099318,SUV,Inny kolor,Polska,Tak,Używane
1999,412000.0,Benzyna+LPG,9900.0,Audi,A6,149.0,Manualna,Front,4.947841306884481,7.473995451099318,Kombi,Czarny,Polska,Nie,Używane
2012,229000.0,Diesel,45900.0,Audi,A4,136.0,Manualna,Front,3.0,4.0,Kombi,Brązowy,Belgia,Nie,Używane
2007,276000.0,Diesel,26500.0,Audi,A6,233.0,Automatyczna,Front,4.947841306884481,11.0,Sedan,Czarny,Polska,Nie,Używane
2012,326860.0,Diesel,60700.0,Audi,A6,177.0,Automatyczna,Front,4.5,6.1,Kombi,Biały,Belgia,Tak,Używane
2024,5.0,Hybryda,246800.0,Audi,Q3 Sportback,245.0,Automatyczna,Front,4.947841306884481,7.473995451099318,SUV,Czarny,Polska,Tak,Nowe
2024,5.0,Benzyna,805700.0,Audi,R8,570.0,Automatyczna,Rear,4.947841306884481,19.0,Coupe,Szary,Polska,Tak,Nowe
2023,12000.0,Hybryda,378700.0,Audi,A7,299.0,Automatyczna,4X4,4.947841306884481,7.473995451099318,Sedan,Szary,Polska,Tak,Używane
2019,146000.0,Diesel,99800.0,Audi,A4,190.0,Automatyczna,Front,3.0,4.0,Kombi,Czarny,Niemcy,Tak,Używane
2005,343000.0,Diesel,10900.0,Audi,A4,163.0,Automatyczna,4X4,4.947841306884481,7.473995451099318,Kabriolet,Czarny,Polska,Nie,Używane
2019,225000.0,Diesel,94710.0,Audi,A4,150.0,Automatyczna,Front,3.0,4.0,Auta małe,Czarny,Niemcy,Tak,Używane
2002,287000.0,Benzyna,31900.0,Audi,S6,340.0,Manualna,4X4,10.0,21.0,Kombi,Srebrny,Polska,Nie,Używane
2008,194000.0,Benzyna,84000.0,Audi,A5,265.0,Automatyczna,4X4,6.0,13.0,Coupe,Biały,Polska,Nie,Używane
2023,10.0,Diesel,507000.0,Audi,Q8,286.0,Automatyczna,4X4,5.0,8.0,SUV,Szary,Polska,Tak,Nowe
2014,178000.0,Diesel,49000.0,Audi,A4,177.0,Automatyczna,4X4,4.947841306884481,5.0,Kombi,Srebrny,Polska,Nie,Używane
2014,193658.0,Diesel,52490.0,Audi,A4,150.0,Automatyczna,Front,4.3,5.4,Kombi,Czarny,Polska,Nie,Używane
2019,149000.0,Diesel,123900.0,Audi,A6,286.0,Automatyczna,4X4,4.947841306884481,7.473995451099318,Sedan,Szary,Niemcy,Nie,Używane
2010,330000.0,Diesel,38000.0,Audi,A6,240.0,Automatyczna,4X4,5.0,9.0,Sedan,Niebieski,Polska,Nie,Używane
2019,149000.0,Diesel,123900.0,Audi,A6,286.0,Automatyczna,4X4,4.947841306884481,7.473995451099318,Sedan,Szary,Niemcy,Nie,Używane
2010,330000.0,Diesel,38000.0,Audi,A6,240.0,Automatyczna,4X4,5.0,9.0,Sedan,Niebieski,Polska,Nie,Używane
2021,9085.0,Benzyna,141450.0,Audi,A4,150.0,Manualna,4X4,4.947841306884481,7.0,Kombi,Czerwony,Polska,Nie,Używane
1995,198525.0,Benzyna,12000.0,Audi,A4,174.0,Manualna,Front,4.947841306884481,7.473995451099318,Sedan,Czarny,Polska,Nie,Używane
2021,46500.0,Benzyna,349900.0,Audi,RS5,450.0,Automatyczna,4X4,7.0,12.0,Coupe,Czarny,Polska,Nie,Używane
2011,317000.0,Diesel,36900.0,Audi,A4,143.0,Manualna,Front,4.947841306884481,8.0,Kombi,Czarny,Niemcy,Tak,Używane
2015,183000.0,Diesel,120000.0,Audi,A7,272.0,Automatyczna,Front,4.947841306884481,6.0,Kompakt,Szary,Polska,Tak,Używane
2015,228000.0,Diesel,69999.0,Audi,A6,190.0,Automatyczna,Front,4.1,5.2,Kombi,Biały,Niemcy,Tak,Używane
1996,384000.0,Diesel,8000.0,Audi,A4,90.0,Manualna,Front,4.0,7.0,Sedan,Inny kolor,Belgia,Tak,Używane
2013,224500.0,Benzyna,78900.0,Audi,A7,310.0,Automatyczna,4X4,6.0,10.0,Sedan,Szary,Stany Zjednoczone,Nie,Używane
2007,334000.0,Diesel,16500.0,Audi,A4,115.0,Manualna,Front,4.0,7.0,Kombi,Czarny,Polska,Nie,Używane
2016,240000.0,Diesel,83500.0,Audi,Q5,190.0,Automatyczna,4X4,4.0,5.0,SUV,Czarny,Niemcy,Tak,Używane
2022,119000.0,Diesel,169800.0,Audi,Q5 Sportback,204.0,Automatyczna,4X4,4.947841306884481,7.473995451099318,SUV,Biały,Niemcy,Tak,Używane
2009,233800.0,Diesel,51900.0,Audi,Q5,170.0,Manualna,4X4,5.0,7.0,SUV,Czarny,Polska,Nie,Używane
2024,5.0,Benzyna,377200.0,Audi,RS Q3,400.0,Automatyczna,4X4,4.947841306884481,7.473995451099318,SUV,Czerwony,Polska,Tak,Nowe
2016,140500.0,Diesel,88900.0,Audi,Q5,190.0,Automatyczna,4X4,5.0,6.0,SUV,Szary,Polska,Tak,Używane
2006,120131.0,Benzyna,21900.0,Audi,A4,102.0,Manualna,4X4,4.947841306884481,10.0,Kombi,Szary,Polska,Nie,Używane
2016,142000.0,Benzyna,93500.0,Audi,Q5,272.0,Automatyczna,4X4,6.0,11.0,SUV,Inny kolor,Polska,Nie,Używane
