year,mileage_km,fuel_type,price_pln,brand,model,power,gearbox,drive,fuel_consumption_outside_city,fuel_consumption_in_city,body_type,color,country_of_origin,accident_free,condition
2014,312000.0,Diesel,55500.0,Audi,A6,204.0,Automatyczna,Front,4.947841306884481,6.7,Sedan,Czarny,Polska,Nie,Używane
2016,144650.0,Diesel,121770.0,Audi,Q7,272.0,Automatyczna,4X4,5.0,6.0,SUV,Biały,Polska,Tak,Używane
2018,87000.0,Diesel,289000.0,Audi,A8,286.0,Automatyczna,4X4,5.0,8.0,Sedan,Inny kolor,Polska,Tak,Używane
2015,89000.0,Diesel,69900.0,Audi,A4,190.0,Manualna,Front,4.947841306884481,4.8,Sedan,Biały,Szwajcaria,Nie,Używane
2011,229000.0,Diesel,92000.0,Audi,A8,350.0,Automatyczna,4X4,4.947841306884481,9.3,Sedan,Srebrny,Niemcy,Tak,Używane
2016,151000.0,Diesel,75000.0,Audi,A4,150.0,Automatyczna,Front,3.0,4.0,Sedan,Czarny,Polska,Tak,Używane
2011,314000.0,Benzyna,75030.0,Audi,A7,300.0,Automatyczna,4X4,6.0,10.0,Sedan,Czarny,Polska,Tak,Używane
2012,160000.0,Benzyna,57700.0,Audi,Q5,211.0,Automatyczna,4X4,4.947841306884481,7.473995451099318,SUV,Szary,Polska,Tak,Używane
2007,376000.0,Diesel,25500.0,Audi,A6,233.0,Automatyczna,4X4,4.947841306884481,7.9,Kombi,Czarny,Polska,Nie,Używane
2007,376000.0,Diesel,25500.0,Audi,A6,233.0,Automatyczna,4X4,4.947841306884481,7.9,Kombi,Czarny,Polska,Nie,Używane
2011,305000.0,Benzyna,34700.0,Audi,A4,180.0,Manualna,4X4,4.947841306884481,7.473995451099318,Kombi,Brązowy,Polska,Tak,Używane
2015,217500.0,Diesel,63999.0,Audi,A4,177.0,Automatyczna,Front,4.947841306884481,5.6,Kombi,Czarny,Niemcy,Tak,Używane
2020,54005.0,Diesel,174900.0,Audi,A6,204.0,Automatyczna,4X4,4.947841306884481,5.0,Sedan,Szary,Polska,Tak,Używane
2020,51575.0,Benzyna,119900.0,Audi,A4,150.0,Automatyczna,Front,4.947841306884481,7.473995451099318,Sedan,Szary,Polska,Tak,Używane
2020,53970.0,Diesel,139900.0,Audi,A4,163.0,Automatyczna,Front,4.947841306884481,4.0,Sedan,Niebieski,Polska,Tak,Używane
2019,43880.0,Benzyna,114900.0,Audi,A4,150.0,Automatyczna,Front,4.947841306884481,7.0,Kombi,Srebrny,Polska,Tak,Używane
2007,326000.0,Benzyna,13000.0,Audi,A3,160.0,Manualna,Front,5.0,9.0,Auta małe,Czarny,Polska,Nie,Używane
2006,203000.0,Benzyna,19999.0,Audi,A4,163.0,Automatyczna,Front,6.0,11.0,Kombi,Niebieski,Polska,Nie,Używane
2024,10.0,Benzyna,201000.0,Audi,A4,150.0,Automatyczna,Front,4.947841306884481,7.473995451099318,Kombi,Czarny,Polska,Tak,Nowe
2018,64599.0,Benzyna,156178.0,Audi,A5,252.0,Automatyczna,4X4,4.947841306884481,7.473995451099318,Kompakt,Czarny,Polska,Tak,Używane
2024,1.0,Diesel,414600.0,Audi,Q7,286.0,Automatyczna,4X4,6.0,7.0,SUV,Biały,Polska,Tak,Nowe
2024,1.0,Benzyna,167800.0,Audi,Q3,150.0,Automatyczna,Front,4.947841306884481,6.0,SUV,Srebrny,Polska,Tak,Nowe
2020,139000.0,Diesel,109999.0,Audi,A4,163.0,Automatyczna,Front,3.8,4.9,Kombi,Czarny,Niemcy,Tak,Używane
2003,330000.0,Diesel,13000.0,Audi,A4,130.0,Manualna,Front,4.0,7.0,Kombi,Czarny,Polska,Nie,Używane
2019,88000.0,Diesel,269000.0,Audi,A8,285.0,Automatyczna,4X4,4.947841306884481,7.473995451099318,Sedan,Inny kolor,Polska,Nie,Używane
2019,123000.0,Benzyna,85000.0,Audi,S5,354.0,Automatyczna,4X4,4.947841306884481,10.1,Coupe,Biały,Polska,Nie,Używane
2015,98500.0,Benzyna,60000.0,Audi,A4,120.0,Manualna,Front,5.0,8.0,Sedan,Czarny,Belgia,Tak,Używane
2005,286485.0,Diesel,21999.0,Audi,A3,105.0,Manualna,4X4,4.947841306884481,6.0,Kompakt,Inny kolor,Polska,Nie,Używane
2014,189000.0,Diesel,73900.0,Audi,Q5,163.0,Automatyczna,4X4,4.947841306884481,5.0,SUV,Czarny,Belgia,Tak,Używane
2020,176000.0,Benzyna,143000.0,Audi,S3,300.0,Automatyczna,4X4,5.0,8.0,Kompakt,Szary,Polska,Tak,Używane
2022,70000.0,Diesel,190900.0,Audi,A6,204.0,Automatyczna,4X4,4.0,5.0,Kombi,Czarny,Polska,Tak,Używane
2015,40000.0,Benzyna,62500.0,Audi,A3,190.0,Automatyczna,4X4,4.947841306884481,7.2,Kompakt,Biały,Polska,Nie,Używane
2021,89000.0,Benzyna,467018.0,Audi,SQ8,507.0,Automatyczna,4X4,4.947841306884481,16.0,SUV,Szary,Polska,Nie,Używane
2009,128778.0,Benzyna,24500.0,Audi,A3,160.0,Manualna,Front,5.0,9.0,Kompakt,Czarny,Niemcy,Tak,Używane
2011,217000.0,Benzyna,55000.0,Audi,Q5,211.0,Automatyczna,4X4,7.0,10.0,SUV,Biały,Kanada,Nie,Używane
2010,307000.0,Diesel,53700.0,Audi,Q7,240.0,Automatyczna,4X4,4.947841306884481,12.0,SUV,Czarny,Polska,Tak,Używane
2023,14000.0,Diesel,299900.0,Audi,Q7,231.0,Automatyczna,4X4,4.947841306884481,8.0,SUV,Czarny,Polska,Tak,Używane
2007,250000.0,Benzyna,22900.0,Audi,A3,160.0,Automatyczna,Front,4.947841306884481,8.5,Kombi,Czarny,Polska,Nie,Używane
2020,180000.0,Diesel,129800.0,Audi,A6,204.0,Automatyczna,Front,4.947841306884481,5.0,Kombi,Czarny,Niemcy,Tak,Używane
2022,33333.0,Elektryczny,320000.0,Audi,Q4 Sportback,265.0,Automatyczna,4X4,4.947841306884481,7.473995451099318,SUV,Czarny,Polska,Tak,Używane
2021,49000.0,Benzyna,169000.0,Audi,A4,265.0,Automatyczna,4X4,4.947841306884481,9.0,Kombi,Czarny,Francja,Nie,Używane
2018,145200.0,Benzyna,79899.0,Audi,Q3,211.0,Automatyczna,Front,4.947841306884481,10.2,SUV,Biały,Polska,Tak,Używane
2008,73000.0,Benzyna,147900.0,Audi,S8,450.0,Automatyczna,4X4,9.0,19.0,Sedan,Biały,Japonia,Tak,Używane
2011,140000.0,Benzyna,38999.0,Audi,A4,160.0,Manualna,Front,5.0,9.0,Auta miejskie,Szary,Polska,Nie,Używane
2023,1.0,Diesel,250300.0,Audi,A6,204.0,Automatyczna,4X4,4.947841306884481,5.0,Kombi,Czarny,Polska,Tak,Nowe
2011,318000.0,Diesel,39999.0,Audi,A6,177.0,Automatyczna,Front,4.0,6.0,Kombi,Srebrny,Francja,Tak,Używane
2005,329350.0,Diesel,8900.0,Audi,A3,140.0,Manualna,Front,3.8,5.5,Auta miejskie,Czarny,Niemcy,Tak,Używane
2013,235000.0,Diesel,63900.0,Audi,Q5,177.0,Automatyczna,4X4,4.947841306884481,6.0,SUV,Czarny,Szwecja,Tak,Używane
2009,315000.0,Diesel,33900.0,Audi,A4 Allroad,240.0,Automatyczna,4X4,6.0,8.0,Kombi,Srebrny,Polska,Nie,Używane
2016,208000.0,Diesel,87900.0,Audi,A6,190.0,Automatyczna,Front,4.947841306884481,5.3,Kombi,Czarny,Niemcy,Tak,Używane
2019,25300.0,Benzyna,193000.0,Audi,RS3,400.0,Automatyczna,4X4,4.947841306884481,11.0,Kompakt,Czarny,Polska,Nie,Używane
2016,289000.0,Diesel,69800.0,Audi,A6,272.0,Automatyczna,4X4,4.0,5.0,Sedan,Szary,Niemcy,Tak,Używane
2023,69000.0,Diesel,189800.0,Audi,A6,204.0,Automatyczna,4X4,4.947841306884481,7.473995451099318,Sedan,Czarny,Niemcy,Tak,Używane
2020,170000.0,Diesel,104900.0,Audi,A4,190.0,Automatyczna,4X4,3.9,4.7,Kombi,Czarny,Polska,Tak,Używane
2016,236500.0,Diesel,119700.0,Audi,A8,262.0,Automatyczna,4X4,4.0,7.0,Sedan,Czarny,Polska,Nie,Używane
2013,280000.0,Diesel,62000.0,Audi,A5,177.0,Automatyczna,4X4,4.947841306884481,5.0,Kompakt,Czarny,Polska,Nie,Używane
2023,9000.0,Hybryda,218300.0,Audi,Q3,245.0,Automatyczna,Front,4.947841306884481,7.473995451099318,SUV,Szary,Polska,Tak,Używane
2019,57500.0,Benzyna,269900.0,Audi,A8,340.0,Automatyczna,4X4,6.0,11.0,Sedan,Czarny,Polska,Nie,Używane
2019,29000.0,Benzyna,145000.0,Audi,A5,252.0,Automatyczna,4X4,4.947841306884481,7.9,Coupe,Czarny,Stany Zjednoczone,Nie,Używane
2021,192000.0,Diesel,239997.0,Audi,Q8,231.0,Automatyczna,4X4,5.0,7.2,SUV,Szary,Polska,Tak,Używane
2022,15964.0,Hybryda,279900.0,Audi,A6,367.0,Automatyczna,4X4,4.947841306884481,7.473995451099318,Sedan,Niebieski,Niemcy,Tak,Używane
2022,61703.0,Diesel,289900.0,Audi,A6,286.0,Automatyczna,4X4,4.947841306884481,7.473995451099318,Sedan,Czarny,Niemcy,Tak,Używane
2014,170533.0,Diesel,168800.0,Audi,A8,385.0,Automatyczna,4X4,4.947841306884481,9.0,Sedan,Czarny,Polska,Nie,Używane
2022,11479.0,Benzyna,239900.0,Audi,A5,265.0,Automatyczna,4X4,4.947841306884481,7.473995451099318,Kompakt,Zielony,Niemcy,Tak,Używane
2007,69000.0,Benzyna,57000.0,Audi,TT,200.0,Manualna,Front,6.0,10.0,Coupe,Szary,Niemcy,Tak,Używane
2009,375000.0,Diesel,36500.0,Audi,A6,240.0,Automatyczna,4X4,5.0,9.0,Kombi,Czarny,Polska,Nie,Używane
2018,150000.0,Diesel,112000.0,Audi,A4,190.0,Automatyczna,4X4,4.0,5.0,Kombi,Czarny,Niemcy,Tak,Używane
2019,158650.0,Diesel,82300.0,Audi,A4,150.0,Automatyczna,Front,4.0,4.0,Kombi,Biały,Polska,Tak,Używane
2022,2600.0,Benzyna,128000.0,Audi,A4,252.0,Automatyczna,4X4,5.0,8.0,Sedan,Czarny,Stany Zjednoczone,Nie,Używane
2020,42000.0,Benzyna,103900.0,Audi,A3,150.0,Automatyczna,Front,4.0,6.0,Kompakt,Biały,Polska,Nie,Używane
2010,222459.0,Benzyna,36900.0,Audi,A5,180.0,Manualna,Front,5.4,8.4,Coupe,Czarny,Niemcy,Tak,Używane
2015,174000.0,Diesel,69990.0,Audi,A4 Allroad,190.0,Automatyczna,4X4,4.947841306884481,6.0,Kombi,Brązowy,Polska,Nie,Używane
2019,110000.0,Diesel,62900.0,Audi,A5,190.0,Automatyczna,4X4,4.947841306884481,7.473995451099318,Sedan,Czarny,Polska,Nie,Używane
2019,110000.0,Diesel,62900.0,Audi,A5,190.0,Automatyczna,4X4,4.947841306884481,7.473995451099318,Sedan,Czarny,Polska,Nie,Używane
2021,61440.0,Diesel,179900.0,Audi,A6,204.0,Automatyczna,Front,4.947841306884481,5.0,Sedan,Inny kolor,Polska,Nie,Używane
2015,275000.0,Diesel,96000.0,Audi,Q5,258.0,Automatyczna,4X4,5.0,7.0,SUV,Szary,Polska,Tak,Używane
2023,5.0,Elektryczny,363200.0,Audi,e-tron,340.0,Automatyczna,Rear,4.947841306884481,7.473995451099318,SUV,Biały,Polska,Tak,Nowe
2023,3000.0,Benzyna,439000.0,Audi,RS5,450.0,Automatyczna,4X4,4.947841306884481,7.473995451099318,Sedan,Niebieski,Polska,Tak,Nowe
2023,3000.0,Benzyna,649000.0,Audi,RS6,630.0,Automatyczna,4X4,4.947841306884481,7.473995451099318,Kombi,Szary,Polska,Tak,Nowe
2016,230000.0,Diesel,67800.0,Audi,A6,150.0,Automatyczna,Front,4.1,4.9,Kombi,Czarny,Belgia,Tak,Używane
2010,260000.0,Diesel,30900.0,Audi,A4,170.0,Manualna,Front,4.7,6.7,Kombi,Czerwony,Niemcy,Tak,Używane
2021,9000.0,Elektryczny,479000.0,Audi,RS e-tron GT,598.0,Automatyczna,4X4,4.947841306884481,7.473995451099318,Sedan,Czarny,Polska,Nie,Używane
2017,196888.0,Diesel,110500.0,Audi,A5,190.0,Automatyczna,4X4,4.947841306884481,5.0,Coupe,Szary,Polska,Nie,Używane
2018,156000.0,Diesel,118700.0,Audi,A4,190.0,Automatyczna,4X4,4.0,5.0,Kombi,Szary,Niemcy,Tak,Używane
2018,125000.0,Diesel,222000.0,Audi,Q7,286.0,Automatyczna,4X4,6.0,7.0,Kombi,Niebieski,Polska,Nie,Używane
2011,204000.0,Diesel,45900.0,Audi,A4,136.0,Manualna,4X4,4.947841306884481,7.473995451099318,Sedan,Czarny,Polska,Nie,Używane
2020,89754.0,Diesel,144800.0,Audi,Q3,150.0,Automatyczna,Front,4.947841306884481,7.473995451099318,SUV,Biały,Polska,Nie,Używane
2016,83300.0,Benzyna,66800.0,Audi,Q2,150.0,Automatyczna,Front,4.6,6.3,SUV,Czarny,Polska,Nie,Używane
2006,197000.0,Benzyna,20500.0,Audi,A4,102.0,Manualna,4X4,4.947841306884481,10.0,Kombi,Szary,Polska,Nie,Używane
2020,46000.0,Diesel,95000.0,Audi,A3,150.0,Automatyczna,Front,3.0,4.0,Kompakt,Biały,Polska,Tak,Używane
2018,82000.0,Diesel,330000.0,Audi,Q8,286.0,Automatyczna,4X4,6.0,8.0,SUV,Granatowy,Polska,Tak,Używane
2020,110000.0,Hybryda Plug-in,149900.0,Audi,Q5,265.0,Automatyczna,Front,4.947841306884481,7.473995451099318,SUV,Czarny,Polska,Nie,Używane
2016,205000.0,Diesel,79900.0,Audi,A6,190.0,Automatyczna,Front,4.0,5.0,Kombi,Czerwony,Polska,Nie,Używane
2012,248000.0,Diesel,77900.0,Audi,A7,313.0,Automatyczna,4X4,4.947841306884481,8.0,Kompakt,Szary,Polska,Nie,Używane
2009,271000.0,Benzyna,39900.0,Audi,A5,211.0,Automatyczna,4X4,4.947841306884481,7.473995451099318,Sedan,Biały,Polska,Nie,Używane
2016,410089.0,Diesel,132000.0,Audi,Q7,272.0,Automatyczna,4X4,4.947841306884481,6.0,SUV,Czarny,Polska,Nie,Używane
2010,112000.0,Benzyna,39800.0,Audi,A3,105.0,Manualna,4X4,4.947841306884481,7.0,Kabriolet,Biały,Polska,Nie,Używane
2022,31000.0,Benzyna,120540.0,Audi,Q2,150.0,Automatyczna,Front,4.0,5.0,SUV,Srebrny,Polska,Tak,Używane
2019,31000.0,Diesel,109998.0,Audi,A4,190.0,Automatyczna,Front,4.0,4.0,Sedan,Czerwony,Polska,Tak,Używane
2015,240000.0,Diesel,76000.0,Audi,A6,190.0,Automatyczna,Front,4.0,5.0,Sedan,Czarny,Polska,Nie,Używane
2018,219000.0,Diesel,195000.0,Audi,SQ7,435.0,Automatyczna,4X4,6.0,8.0,Kombi,Niebieski,Polska,Tak,Używane
2017,179800.0,Diesel,120000.0,Audi,A7,272.0,Automatyczna,4X4,4.0,6.0,Kompakt,Czarny,Polska,Tak,Używane
2004,232000.0,Diesel,15900.0,Audi,A3,140.0,Manualna,Front,4.947841306884481,7.0,Kompakt,Czarny,Belgia,Tak,Używane
2014,163726.0,Benzyna,73000.0,Audi,A6,180.0,Automatyczna,Front,4.947841306884481,7.473995451099318,Sedan,Szary,Polska,Nie,Używane
2015,195000.0,Diesel,49900.0,Audi,A3,110.0,Manualna,Front,4.947841306884481,7.473995451099318,Sedan,Brązowy,Polska,Nie,Używane
2018,219000.0,Diesel,195000.0,Audi,SQ7,435.0,Automatyczna,4X4,6.0,8.0,Kombi,Niebieski,Polska,Tak,Używane
2017,179800.0,Diesel,120000.0,Audi,A7,272.0,Automatyczna,4X4,4.0,6.0,Kompakt,Czarny,Polska,Tak,Używane
2004,232000.0,Diesel,15900.0,Audi,A3,140.0,Manualna,Front,4.947841306884481,7.0,Kompakt,Czarny,Belgia,Tak,Używane
2014,163726.0,Benzyna,73000.0,Audi,A6,180.0,Automatyczna,Front,4.947841306884481,7.473995451099318,Sedan,Szary,Polska,Nie,Używane
2015,195000.0,Diesel,49900.0,Audi,A3,110.0,Manualna,4X4,4.947841306884481,7.473995451099318,Sedan,Brązowy,Polska,Nie,Używane
2021,45000.0,Elektryczny,488998.0,Audi,RS e-tron GT,598.0,Automatyczna,4X4,4.947841306884481,7.473995451099318,Coupe,Czarny,Polska,Nie,Używane
2019,42000.0,Benzyna,134900.0,Audi,Q5,252.0,Automatyczna,4X4,4.947841306884481,7.473995451099318,SUV,Biały,Polska,Nie,Używane
2012,194000.0,Diesel,49900.0,Audi,A3,150.0,Manualna,Front,3.0,4.0,Auta małe,Biały,Polska,Nie,Używane
2008,309345.0,Diesel,36900.0,Audi,A6,233.0,Automatyczna,4X4,6.0,11.0,Kombi,Biały,Niemcy,Tak,Używane
2001,289000.0,Benzyna,9840.0,Audi,A8,310.0,Automatyczna,Front,4.947841306884481,7.473995451099318,Sedan,Fioletowy,Polska,Tak,Używane
2008,248410.0,Diesel,14999.0,Audi,A3,105.0,Manualna,Front,4.0,6.0,Auta miejskie,Czarny,Belgia,Tak,Używane
2005,240000.0,Benzyna,14990.0,Audi,A4,130.0,Manualna,Front,6.0,11.0,Kombi,Czarny,Niemcy,Tak,Używane
2021,47.0,Diesel,344867.0,Audi,S7,344.0,Automatyczna,4X4,4.947841306884481,7.473995451099318,Coupe,Biały,Polska,Tak,Używane
2009,194180.0,Benzyna,32900.0,Audi,A4,180.0,Manualna,4X4,4.947841306884481,8.0,Kombi,Brązowy,Polska,Nie,Używane
2019,69000.0,Diesel,152000.0,Audi,Q5,163.0,Automatyczna,4X4,4.947841306884481,6.0,SUV,Szary,Polska,Tak,Używane
2018,195000.0,Hybryda Plug-in,69000.0,Audi,A3,150.0,Automatyczna,Front,4.947841306884481,7.473995451099318,Kompakt,Biały,Polska,Tak,Używane
2013,243000.0,Diesel,74500.0,Audi,A5,177.0,Automatyczna,4X4,4.0,6.0,Kompakt,Biały,Polska,Tak,Używane
2011,207000.0,Diesel,54950.0,Audi,A4 Allroad,143.0,Manualna,4X4,5.0,6.0,Kombi,Brązowy,Polska,Tak,Używane
2018,64000.0,Benzyna,118000.0,Audi,S5,354.0,Automatyczna,4X4,6.0,10.1,Coupe,Niebieski,Polska,Nie,Używane
2007,149000.0,Benzyna,55500.0,Audi,TT,250.0,Automatyczna,4X4,7.0,13.0,Coupe,Inny kolor,Polska,Tak,Używane
2010,285000.0,Diesel,39999.0,Audi,A4,170.0,Manualna,Front,4.7,6.7,Kombi,Inny kolor,Niemcy,Tak,Używane
2020,94300.0,Diesel,219999.0,Audi,A5,190.0,Automatyczna,4X4,4.0,5.0,Sedan,Czerwony,Polska,Tak,Używane
2016,186000.0,Benzyna,53000.0,Audi,A3,190.0,Automatyczna,4X4,4.947841306884481,7.473995451099318,Sedan,Szary,Stany Zjednoczone,Nie,Używane
2013,279000.0,Diesel,59900.0,Audi,A5,177.0,Automatyczna,4X4,4.947841306884481,6.0,Coupe,Czarny,Polska,Tak,Używane
2014,185000.0,Diesel,65300.0,Audi,A6,190.0,Manualna,4X4,4.947841306884481,5.1,Kombi,Biały,Polska,Nie,Używane
2018,98400.0,Diesel,149999.0,Audi,A5,190.0,Automatyczna,4X4,4.0,5.0,Sedan,Czarny,Niemcy,Tak,Używane
2014,120000.0,Diesel,53000.0,Audi,A3,150.0,Manualna,4X4,4.947841306884481,5.6,Kombi,Srebrny,Polska,Nie,Używane
2017,97000.0,Benzyna,163000.0,Audi,SQ5,354.0,Automatyczna,Front,4.947841306884481,10.0,SUV,Srebrny,Polska,Nie,Używane
2018,88000.0,Benzyna,129000.0,Audi,A5,252.0,Automatyczna,Front,4.947841306884481,8.0,Coupe,Czarny,Polska,Nie,Używane
2012,212000.0,Diesel,73000.0,Audi,A6,313.0,Automatyczna,4X4,5.0,7.0,Kombi,Srebrny,Włochy,Nie,Używane
2006,353000.0,Benzyna,16500.0,Audi,A6,170.0,Manualna,Front,6.0,11.0,Kombi,Szary,Polska,Nie,Używane
2014,227480.0,Diesel,55900.0,Audi,A4,177.0,Automatyczna,Front,4.5,5.6,Kombi,Biały,Niemcy,Tak,Używane
2014,243500.0,Diesel,61900.0,Audi,A6,190.0,Automatyczna,Front,4.947841306884481,5.3,Kombi,Brązowy,Polska,Nie,Używane
2013,90000.0,Benzyna,54999.0,Audi,A5,170.0,Manualna,4X4,4.947841306884481,7.0,Kompakt,Czarny,Polska,Nie,Używane
2006,205287.0,Diesel,26900.0,Audi,A6,233.0,Automatyczna,4X4,6.0,11.0,Kombi,Czarny,Niemcy,Nie,Używane
2011,275000.0,Diesel,36000.0,Audi,A4,170.0,Manualna,Front,4.0,6.0,Kombi,Szary,Polska,Tak,Używane
2011,254150.0,Diesel,59999.0,Audi,A6,177.0,Manualna,Front,4.947841306884481,6.1,Kombi,Biały,Niemcy,Tak,Używane
2018,185000.0,Diesel,104900.0,Audi,A6,272.0,Automatyczna,4X4,4.947841306884481,8.0,Sedan,Czarny,Polska,Tak,Używane
2007,221000.0,Diesel,28000.0,Audi,A3,170.0,Automatyczna,Front,4.947841306884481,7.473995451099318,Kompakt,Czerwony,Polska,Nie,Używane
2014,224000.0,Diesel,79999.0,Audi,Q5,177.0,Automatyczna,4X4,4.947841306884481,6.0,SUV,Biały,Polska,Tak,Używane
2015,199600.0,Benzyna,69500.0,Audi,Q5,272.0,Automatyczna,4X4,6.0,11.0,SUV,Granatowy,Stany Zjednoczone,Nie,Używane
2018,52000.0,Benzyna,179990.0,Audi,Q7,333.0,Automatyczna,4X4,6.0,9.0,SUV,Szary,Polska,Nie,Używane
2013,169000.0,Benzyna,49950.0,Audi,A4,211.0,Automatyczna,Front,4.947841306884481,7.473995451099318,Sedan,Biały,Polska,Tak,Używane
2010,285000.0,Diesel,41900.0,Audi,Q5,143.0,Manualna,4X4,5.0,6.0,SUV,Biały,Polska,Tak,Używane
2008,240986.0,Diesel,21000.0,Audi,A6,136.0,Manualna,Front,4.0,7.0,Kombi,Granatowy,Polska,Tak,Używane
2019,74900.0,Benzyna,83334.0,Audi,A3,190.0,Automatyczna,4X4,4.8,7.2,Sedan,Szary,Stany Zjednoczone,Nie,Używane
2011,181789.0,Benzyna,57400.0,Audi,Q5,211.0,Automatyczna,4X4,7.0,10.0,SUV,Srebrny,Włochy,Tak,Używane
2015,136000.0,Benzyna,79500.0,Audi,Q5,224.0,Automatyczna,4X4,6.0,9.0,SUV,Srebrny,Stany Zjednoczone,Nie,Używane
2012,316000.0,Diesel,33300.0,Audi,A3,140.0,Manualna,Front,3.8,5.5,Auta miejskie,Niebieski,Holandia,Tak,Używane
2015,145000.0,Benzyna,46000.0,Audi,Q5,272.0,Automatyczna,4X4,6.0,11.0,SUV,Biały,Stany Zjednoczone,Nie,Używane
2005,466000.0,Diesel,15000.0,Audi,A6,224.0,Automatyczna,4X4,6.0,11.0,Kombi,Czarny,Niemcy,Tak,Używane
2022,25500.0,Benzyna,206996.0,Audi,S3,310.0,Automatyczna,4X4,4.947841306884481,7.473995451099318,Kompakt,Szary,Polska,Nie,Używane
2019,106000.0,Diesel,195000.0,Audi,A6,286.0,Automatyczna,4X4,4.0,7.0,Kombi,Czarny,Polska,Tak,Używane
2016,61000.0,Diesel,71900.0,Audi,A4,150.0,Manualna,4X4,4.947841306884481,5.4,Kombi,Czarny,Czechy,Nie,Używane
2019,46000.0,Benzyna,69900.0,Audi,Q2,116.0,Automatyczna,Front,4.947841306884481,5.0,Auta miejskie,Biały,Polska,Nie,Używane
2003,288400.0,Benzyna,33000.0,Audi,S4,344.0,Manualna,4X4,4.947841306884481,19.0,Kombi,Czarny,Szwajcaria,Nie,Używane
2018,59000.0,Benzyna,135000.0,Audi,S4,354.0,Automatyczna,4X4,5.0,9.0,Kombi,Szary,Belgia,Nie,Używane
2012,234000.0,Diesel,74900.0,Audi,A6,313.0,Automatyczna,4X4,4.947841306884481,4.0,Kombi,Inny kolor,Polska,Tak,Używane
2014,244000.0,Diesel,89000.0,Audi,A6,313.0,Automatyczna,4X4,5.0,8.0,Sedan,Czarny,Czechy,Nie,Używane
2018,71000.0,Benzyna,90900.0,Audi,Q3,220.0,Automatyczna,4X4,5.0,8.0,SUV,Czarny,Polska,Nie,Używane
2014,149500.0,Diesel,72500.0,Audi,A6,190.0,Automatyczna,Front,4.1,5.2,Kombi,Czarny,Niemcy,Tak,Używane
2018,119000.0,Benzyna,139900.0,Audi,Q7,333.0,Automatyczna,4X4,4.947841306884481,9.0,SUV,Biały,Kanada,Tak,Używane
2017,94200.0,Benzyna,128000.0,Audi,A5,252.0,Automatyczna,Front,4.0,7.0,Kompakt,Czarny,Niemcy,Tak,Używane
2003,290000.0,Diesel,25000.0,Audi,A8,275.0,Automatyczna,4X4,4.947841306884481,13.0,Sedan,Inny kolor,Polska,Nie,Używane
2021,29500.0,Benzyna,175000.0,Audi,A5,204.0,Automatyczna,4X4,4.947841306884481,7.0,Sedan,Czerwony,Polska,Nie,Używane
2013,237000.0,Diesel,46000.0,Audi,A4,177.0,Manualna,Front,4.0,5.0,Kombi,Czarny,Polska,Nie,Używane
2020,45200.0,Benzyna,185000.0,Audi,Q5,265.0,Automatyczna,4X4,4.947841306884481,7.473995451099318,SUV,Czarny,Polska,Tak,Używane
2018,172000.0,Diesel,138869.0,Audi,Q7,286.0,Automatyczna,4X4,6.0,7.0,SUV,Czarny,Polska,Tak,Używane
2014,273000.0,Diesel,62000.0,Audi,A6,190.0,Automatyczna,Front,4.0,5.0,Kombi,Czarny,Niemcy,Tak,Używane
2006,359000.0,Diesel,31500.0,Audi,A8,326.0,Automatyczna,4X4,4.947841306884481,13.0,Sedan,Granatowy,Szwajcaria,Tak,Używane
2016,86800.0,Benzyna,95900.0,Audi,A6,252.0,Automatyczna,Front,5.0,7.0,Sedan,Inny kolor,Stany Zjednoczone,Nie,Używane
2009,170300.0,Diesel,43800.0,Audi,A3,170.0,Automatyczna,4X4,4.947841306884481,7.4,Kompakt,Biały,Polska,Nie,Używane
2003,449000.0,Benzyna+LPG,8900.0,Audi,A4,170.0,Automatyczna,Front,4.947841306884481,7.473995451099318,Sedan,Szary,Polska,Nie,Używane
2018,132369.0,Diesel,138900.0,Audi,Q5,163.0,Automatyczna,4X4,4.0,5.0,SUV,Granatowy,Belgia,Tak,Używane
2018,107000.0,Diesel,159000.0,Audi,A6,204.0,Automatyczna,Front,4.0,5.0,Kombi,Czarny,Polska,Nie,Używane
2005,221821.0,Benzyna,27700.0,Audi,A4,163.0,Manualna,4X4,7.0,12.0,Kombi,Szary,Niemcy,Tak,Używane
2002,222500.0,Benzyna,25500.0,Audi,A4,150.0,Manualna,4X4,7.0,12.0,Sedan,Czarny,Niemcy,Tak,Używane
2022,10.0,Benzyna,839890.0,Audi,R8,570.0,Automatyczna,4X4,4.947841306884481,19.5,Coupe,Czarny,Polska,Tak,Nowe
2013,193878.0,Diesel,79000.0,Audi,Q5,177.0,Automatyczna,4X4,4.947841306884481,7.473995451099318,SUV,Czarny,Polska,Tak,Używane
2012,186000.0,Diesel,42500.0,Audi,A4,143.0,Manualna,4X4,4.947841306884481,5.6,Kombi,Czarny,Polska,Nie,Używane
2007,450000.0,Diesel,39900.0,Audi,Q7,233.0,Automatyczna,4X4,8.0,14.0,SUV,Czarny,Niemcy,Tak,Używane
2023,46150.0,Diesel,533820.0,Audi,Q8,286.0,Automatyczna,4X4,4.947841306884481,7.473995451099318,SUV,Czarny,Polska,Nie,Używane
1998,319293.0,Benzyna+LPG,6500.0,Audi,A4,125.0,Manualna,Front,4.947841306884481,7.473995451099318,Sedan,Granatowy,Polska,Tak,Używane
